,Region/Country/Economy,Year,Million tonnes of CO2
1643,Uruguay,1980,5.338523
1644,Venezuela,1980,83.370083
1645,Other Non-OECD Americas,1980,10.263183
1646,Non-OECD Americas,1980,506.558963
1647,Bahrain,1980,7.239605
1648,Islamic Rep. of Iran,1980,88.499924
1649,Iraq,1980,26.233201
1650,Jordan,1980,4.311927
1651,Kuwait,1980,26.431549
1652,Lebanon,1980,6.652979
1653,Oman,1980,2.248345
1654,Qatar,1980,6.982121
1655,Saudi Arabia,1980,99.437037
1656,Syrian Arab Republic ,1980,12.328176
1657,United Arab Emirates,1980,19.224044
1658,Yemen,1980,3.477099
1659,Middle East,1980,303.066007
1660,IEA/Accession/Association,1980,12694.12354
1661,European Union - 28,1980,..
1662,G7,1980,8317.956518
1663,G8,1980,..
1664,G20,1980,..
1665,Africa,1980,397.887532
1666,Americas,1980,5750.619586
1667,Asia,1980,..
1668,Europe,1980,..
1669,Oceania,1980,228.352741
1670,Canada,1981,402.774749
1671,Chile,1981,21.301263
1672,Mexico,1981,219.538366
1673,United States,1981,4533.920776
1674,OECD Americas,1981,5177.535154
1675,Australia,1981,207.361561
1676,Israel,1981,19.640945
1677,Japan,1981,846.591661
1678,Korea,1981,131.379039
1679,New Zealand,1981,16.255966
1680,OECD Asia Oceania,1981,1221.229172
1681,Austria,1981,51.554551
1682,Belgium,1981,115.083487
1683,Czech Republic,1981,168.595288
1684,Denmark,1981,52.871383
1685,Estonia,1981,..
1686,Finland,1981,45.547032
1687,France,1981,407.159088
1688,Germany,1981,1015.86694
1689,Greece,1981,44.651873
1690,Hungary,1981,81.711327
1691,Iceland,1981,1.73625
1692,Ireland,1981,25.700614
1693,Italy,1981,345.953201
1694,Latvia,1981,..
1695,Lithuania,1981,..
1696,Luxembourg,1981,10.536409
1697,Netherlands,1981,143.265879
1698,Norway,1981,25.468887
1699,Poland,1981,385.785133
1700,Portugal,1981,24.876933
1701,Slovak Republic,1981,54.433055
1702,Slovenia,1981,..
1703,Spain,1981,190.241666
1704,Sweden,1981,66.199147
1705,Switzerland,1981,36.929691
1706,Turkey,1981,71.126823
1707,United Kingdom,1981,554.44485
1708,OECD Europe,1981,3919.739507
1709,Albania,1981,5.843743
1710,Armenia,1981,..
1711,Azerbaijan,1981,..
1712,Belarus,1981,..
1713,Bosnia and Herzegovina,1981,..
1714,Bulgaria,1981,81.057132
1715,Croatia,1981,..
1716,Cyprus,1981,2.528048
1717,Georgia,1981,..
1718,Gibraltar,1981,0.087168
1719,Kazakhstan,1981,..
1720,Kosovo,1981,..
1721,Kyrgyzstan,1981,..
1722,Malta,1981,1.125603
1723,Republic of Moldova,1981,..
1724,Montenegro,1981,..
1725,Republic of North Macedonia,1981,..
1726,Romania,1981,178.701875
1727,Russian Federation,1981,..
1728,Serbia,1981,..
1729,Tajikistan,1981,..
1730,Turkmenistan,1981,..
1731,Ukraine,1981,..
1732,Uzbekistan,1981,..
1733,Former Soviet Union (if no detail),1981,2924.762443
1734,Former Yugoslavia (if no detail),1981,96.283605
1735,Non-OECD Europe and Eurasia,1981,3290.389617
1736,Algeria,1981,32.119228
1737,Angola,1981,2.522902
1738,Benin,1981,0.299892
1739,Botswana,1981,1.37653
1740,Cameroon,1981,1.754799
1741,Congo,1981,0.724337
1742,Côte d'Ivoire,1981,2.986688
1743,Dem. Rep. of Congo,1981,3.38628
1744,Egypt,1981,46.634152
1745,Eritrea,1981,..
1746,Ethiopia,1981,1.489751
1747,Gabon,1981,1.621632
1748,Ghana,1981,2.677404
1749,Kenya,1981,4.294571
1750,Libya,1981,18.170963
1751,Mauritius,1981,0.57874
1752,Morocco,1981,13.860043
1753,Mozambique,1981,2.033976
1754,Namibia,1981,..
1755,Niger,1981,..
1756,Nigeria,1981,28.336338
1757,Senegal,1981,2.002294
1758,South Africa,1981,219.461284
1759,South Sudan,1981,..
1760,Sudan,1981,3.58035
1761,United Rep. of Tanzania,1981,1.470966
1762,Togo,1981,0.364336
1763,Tunisia,1981,8.142169
1764,Zambia,1981,2.961602
1765,Zimbabwe,1981,7.94862
1766,Other Africa,1981,10.974272
1767,Africa,1981,421.774119
1768,Bangladesh,1981,6.374086
1769,Brunei Darussalam,1981,2.592829
1770,Cambodia,1981,..
1771,DPR of Korea,1981,111.334224
1772,India,1981,289.519447
1773,Indonesia,1981,73.105932
1774,Malaysia,1981,25.36394
1775,Mongolia,1981,..
1776,Myanmar,1981,5.014248
1777,Nepal,1981,0.444525
1778,Pakistan,1981,26.266098
1779,Philippines,1981,30.840902
1780,Singapore,1981,13.531367
1781,Sri Lanka,1981,3.759472
1782,Chinese Taipei,1981,65.386718
1783,Thailand,1981,32.559023
1784,Viet Nam,1981,15.288506
1785,Other Asia,1981,17.143814
1786,Asia (excl. China),1981,718.525131
1787,People's Rep. of China,1981,1356.638636
1788,"Hong Kong, China",1981,15.7908
1789,"China (incl. Hong Kong, China)",1981,1372.429436
1790,Argentina,1981,94.001298
1791,Bolivia,1981,4.532787
1792,Brazil,1981,156.339116
1793,Colombia,1981,34.936088
1794,Costa Rica,1981,2.017838
1795,Cuba,1981,30.381753
1796,Curaçao,1981,8.040503
1797,Dominican Republic,1981,6.000195
1798,Ecuador,1981,11.801047
1799,El Salvador,1981,1.500302
1800,Guatemala,1981,3.635699
1801,Haiti,1981,0.521503
1802,Honduras,1981,1.611652
1803,Jamaica,1981,6.523275
1804,Nicaragua,1981,1.889557
1805,Panama,1981,2.522492
1806,Paraguay,1981,1.308657
1807,Peru,1981,21.248448
1808,Suriname,1981,..
1809,Trinidad and Tobago,1981,7.205662
1810,Uruguay,1981,4.793541
1811,Venezuela,1981,84.542933
1812,Other Non-OECD Americas,1981,10.657118
1813,Non-OECD Americas,1981,496.011464
1814,Bahrain,1981,7.76238
1815,Islamic Rep. of Iran,1981,90.517705
1816,Iraq,1981,25.257805
1817,Jordan,1981,5.259262
1818,Kuwait,1981,26.776632
1819,Lebanon,1981,6.333573
1820,Oman,1981,2.507352
1821,Qatar,1981,8.478926
1822,Saudi Arabia,1981,112.982914
1823,Syrian Arab Republic ,1981,13.869464
1824,United Arab Emirates,1981,23.33251
1825,Yemen,1981,3.497697
1826,Middle East,1981,326.57622
1827,IEA/Accession/Association,1981,12452.14149
1828,European Union - 28,1981,..
1829,G7,1981,8106.711265
1830,G8,1981,..
1831,G20,1981,..
1832,Africa,1981,421.774119
1833,Americas,1981,5673.546618
1834,Asia,1981,..
1835,Europe,1981,..
1836,Oceania,1981,229.507936
1837,Canada,1982,385.66748
1838,Chile,1982,18.387386
1839,Mexico,1982,230.363813
1840,United States,1982,4321.08252
1841,OECD Americas,1982,4955.501199
1842,Australia,1982,213.666649
1843,Israel,1982,20.935974
1844,Japan,1982,820.252682
1845,Korea,1982,131.221844
1846,New Zealand,1982,17.944028
1847,OECD Asia Oceania,1982,1204.021177
1848,Austria,1982,49.777713
1849,Belgium,1982,108.702242
1850,Czech Republic,1982,171.257307
1851,Denmark,1982,55.048467
1852,Estonia,1982,..
1853,Finland,1982,44.086131
1854,France,1982,389.602131
1855,Germany,1982,974.527147
1856,Greece,1982,45.941543
1857,Hungary,1982,82.055388
1858,Iceland,1982,1.563521
1859,Ireland,1982,25.275324
1860,Italy,1982,341.146179
1861,Latvia,1982,..
1862,Lithuania,1982,..
1863,Luxembourg,1982,9.8801
1864,Netherlands,1982,134.919353
1865,Norway,1982,24.325871
1866,Poland,1982,391.823647
1867,Portugal,1982,25.369701
1868,Slovak Republic,1982,52.820219
1869,Slovenia,1982,..
1870,Spain,1982,184.473437
1871,Sweden,1982,60.477769
1872,Switzerland,1982,34.94201
1873,Turkey,1982,77.569191
1874,United Kingdom,1982,541.404192
1875,OECD Europe,1982,3826.988583
1876,Albania,1982,6.10404
1877,Armenia,1982,..
1878,Azerbaijan,1982,..
1879,Belarus,1982,..
1880,Bosnia and Herzegovina,1982,..
1881,Bulgaria,1982,82.702959
1882,Croatia,1982,..
1883,Cyprus,1982,2.571672
1884,Georgia,1982,..
1885,Gibraltar,1982,0.096578
1886,Kazakhstan,1982,..
1887,Kosovo,1982,..
1888,Kyrgyzstan,1982,..
1889,Malta,1982,1.292897
1890,Republic of Moldova,1982,..
1891,Montenegro,1982,..
1892,Republic of North Macedonia,1982,..
1893,Romania,1982,176.472288
1894,Russian Federation,1982,..
1895,Serbia,1982,..
1896,Tajikistan,1982,..
1897,Turkmenistan,1982,..
1898,Ukraine,1982,..
1899,Uzbekistan,1982,..
1900,Former Soviet Union (if no detail),1982,2958.621992
1901,Former Yugoslavia (if no detail),1982,102.321343
1902,Non-OECD Europe and Eurasia,1982,3330.183769
1903,Algeria,1982,38.234969
1904,Angola,1982,2.198075
1905,Benin,1982,0.363766
1906,Botswana,1982,1.43626
1907,Cameroon,1982,1.878459
1908,Congo,1982,0.800208
1909,Côte d'Ivoire,1982,2.963288
1910,Dem. Rep. of Congo,1982,2.635672
1911,Egypt,1982,50.365321
1912,Eritrea,1982,..
1913,Ethiopia,1982,1.352898
1914,Gabon,1982,1.758262
1915,Ghana,1982,2.276178
1916,Kenya,1982,4.069658
1917,Libya,1982,19.711323
1918,Mauritius,1982,0.531688
1919,Morocco,1982,14.519196
1920,Mozambique,1982,1.860488
1921,Namibia,1982,..
1922,Niger,1982,..
1923,Nigeria,1982,32.01894
1924,Senegal,1982,1.92602
1925,South Africa,1982,216.061558
1926,South Sudan,1982,..
1927,Sudan,1982,3.683504
1928,United Rep. of Tanzania,1982,1.348626
1929,Togo,1982,0.433069
1930,Tunisia,1982,7.935557
1931,Zambia,1982,2.838322
1932,Zimbabwe,1982,7.763989
1933,Other Africa,1982,10.131718
1934,Africa,1982,431.097012
1935,Bangladesh,1982,6.885417
1936,Brunei Darussalam,1982,2.706274
1937,Cambodia,1982,..
1938,DPR of Korea,1982,116.566797
1939,India,1982,308.313421
1940,Indonesia,1982,75.719577
1941,Malaysia,1982,26.565448
1942,Mongolia,1982,..
1943,Myanmar,1982,5.150181
1944,Nepal,1982,0.507679
1945,Pakistan,1982,29.179347
1946,Philippines,1982,31.113142
1947,Singapore,1982,14.008146
1948,Sri Lanka,1982,4.220681
1949,Chinese Taipei,1982,65.017539
1950,Thailand,1982,31.130056
1951,Viet Nam,1982,16.447393
1952,Other Asia,1982,16.701952
1953,Asia (excl. China),1982,750.23305
1954,People's Rep. of China,1982,1413.444354
1955,"Hong Kong, China",1982,17.134789
1956,"China (incl. Hong Kong, China)",1982,1430.579143
1957,Argentina,1982,92.515262
1958,Bolivia,1982,4.876068
1959,Brazil,1982,156.30513
1960,Colombia,1982,35.495666
1961,Costa Rica,1982,1.684629
1962,Cuba,1982,30.518624
1963,Curaçao,1982,7.294269
1964,Dominican Republic,1982,5.794147
1965,Ecuador,1982,11.823018
1966,El Salvador,1982,1.484624
1967,Guatemala,1982,3.189331
1968,Haiti,1982,0.668709
1969,Honduras,1982,1.595442
1970,Jamaica,1982,5.568441
1971,Nicaragua,1982,1.87333
1972,Panama,1982,2.961885
1973,Paraguay,1982,1.311697
1974,Peru,1982,21.068801
1975,Suriname,1982,..
1976,Trinidad and Tobago,1982,7.02123
1977,Uruguay,1982,4.458356
1978,Venezuela,1982,85.40718
1979,Other Non-OECD Americas,1982,9.612718
1980,Non-OECD Americas,1982,492.528557
1981,Bahrain,1982,8.140446
1982,Islamic Rep. of Iran,1982,102.307231
1983,Iraq,1982,27.165118
1984,Jordan,1982,5.988904
1985,Kuwait,1982,30.313671
1986,Lebanon,1982,4.678657
1987,Oman,1982,2.943549
1988,Qatar,1982,9.21632
1989,Saudi Arabia,1982,125.405467
1990,Syrian Arab Republic ,1982,16.593166
1991,United Arab Emirates,1982,25.573032
1992,Yemen,1982,3.995751
1993,Middle East,1982,362.321312
1994,IEA/Accession/Association,1982,12193.5129
1995,European Union - 28,1982,..
1996,G7,1982,7773.682331
1997,G8,1982,..
1998,G20,1982,..
1999,Africa,1982,431.097012
2000,Americas,1982,5448.029756
2001,Asia,1982,..
2002,Europe,1982,..
2003,Oceania,1982,236.555543
2004,Canada,1983,379.044855
2005,Chile,1983,19.013298
2006,Mexico,1983,223.835739
2007,United States,1983,4294.487954
2008,OECD Americas,1983,4916.381846
2009,Australia,1983,201.759512
2010,Israel,1983,21.780084
2011,Japan,1983,826.177183
2012,Korea,1983,139.158984
2013,New Zealand,1983,18.063991
2014,OECD Asia Oceania,1983,1206.939754
2015,Austria,1983,49.400116
2016,Belgium,1983,99.939941
2017,Czech Republic,1983,172.464159
2018,Denmark,1983,51.689977
2019,Estonia,1983,..
2020,Finland,1983,42.605679
2021,France,1983,373.927891
2022,Germany,1983,976.079878
2023,Greece,1983,49.128441
2024,Hungary,1983,78.436297
2025,Iceland,1983,1.595157
2026,Ireland,1983,25.123352
2027,Italy,1983,336.38258
2028,Latvia,1983,..
2029,Lithuania,1983,..
2030,Luxembourg,1983,9.23984
2031,Netherlands,1983,130.472621
2032,Norway,1983,24.409682
2033,Poland,1983,394.117859
2034,Portugal,1983,26.080652
2035,Slovak Republic,1983,52.701815
2036,Slovenia,1983,..
2037,Spain,1983,187.942251
2038,Sweden,1983,54.964725
2039,Switzerland,1983,39.073131
2040,Turkey,1983,83.281541
2041,United Kingdom,1983,533.135429
2042,OECD Europe,1983,3792.193014
2043,Albania,1983,6.659463
2044,Armenia,1983,..
2045,Azerbaijan,1983,..
2046,Belarus,1983,..
2047,Bosnia and Herzegovina,1983,..
2048,Bulgaria,1983,81.280696
2049,Croatia,1983,..
2050,Cyprus,1983,2.62128
2051,Georgia,1983,..
2052,Gibraltar,1983,0.087108
2053,Kazakhstan,1983,..
2054,Kosovo,1983,..
2055,Kyrgyzstan,1983,..
2056,Malta,1983,0.970494
2057,Republic of Moldova,1983,..
2058,Montenegro,1983,..
2059,Republic of North Macedonia,1983,..
2060,Romania,1983,178.706238
2061,Russian Federation,1983,..
2062,Serbia,1983,..
2063,Tajikistan,1983,..
2064,Turkmenistan,1983,..
2065,Ukraine,1983,..
2066,Uzbekistan,1983,..
2067,Former Soviet Union (if no detail),1983,2987.590448
2068,Former Yugoslavia (if no detail),1983,110.639493
2069,Non-OECD Europe and Eurasia,1983,3368.55522
2070,Algeria,1983,41.829319
2071,Angola,1983,2.321053
2072,Benin,1983,0.364559
2073,Botswana,1983,1.407255
2074,Cameroon,1983,2.044363
2075,Congo,1983,0.805278
2076,Côte d'Ivoire,1983,3.738631
2077,Dem. Rep. of Congo,1983,3.581413
2078,Egypt,1983,56.312819
2079,Eritrea,1983,..
2080,Ethiopia,1983,1.452572
2081,Gabon,1983,1.821704
2082,Ghana,1983,1.49115
2083,Kenya,1983,3.747745
2084,Libya,1983,20.369148
2085,Mauritius,1983,0.606552
2086,Morocco,1983,15.296277
2087,Mozambique,1983,1.721353
2088,Namibia,1983,..
2089,Niger,1983,..
2090,Nigeria,1983,33.045589
2091,Senegal,1983,1.907434
2092,South Africa,1983,207.999836
2093,South Sudan,1983,..
2094,Sudan,1983,3.755171
2095,United Rep. of Tanzania,1983,1.368642
2096,Togo,1983,0.299587
2097,Tunisia,1983,9.122243
2098,Zambia,1983,2.72511
2099,Zimbabwe,1983,8.014052
2100,Other Africa,1983,10.192305
2101,Africa,1983,437.34116
2102,Bangladesh,1983,6.433646
2103,Brunei Darussalam,1983,2.906486
2104,Cambodia,1983,..
2105,DPR of Korea,1983,121.169471
2106,India,1983,328.942487
2107,Indonesia,1983,75.485867
2108,Malaysia,1983,29.456536
2109,Mongolia,1983,..
2110,Myanmar,1983,4.980085
2111,Nepal,1983,0.725599
2112,Pakistan,1983,30.63301
2113,Philippines,1983,33.203111
2114,Singapore,1983,15.111561
2115,Sri Lanka,1983,4.445609
2116,Chinese Taipei,1983,69.466792
2117,Thailand,1983,34.59315
2118,Viet Nam,1983,17.495595
2119,Other Asia,1983,18.070107
2120,Asia (excl. China),1983,793.119112
2121,People's Rep. of China,1983,1484.993606
2122,"Hong Kong, China",1983,19.562412
2123,"China (incl. Hong Kong, China)",1983,1504.556018
2124,Argentina,1983,94.753961
2125,Bolivia,1983,4.938973
2126,Brazil,1983,148.368501
2127,Colombia,1983,37.36616
2128,Costa Rica,1983,1.72967
2129,Cuba,1983,33.202575
2130,Curaçao,1983,6.827286
2131,Dominican Republic,1983,6.754477
2132,Ecuador,1983,11.093483
2133,El Salvador,1983,1.48992
2134,Guatemala,1983,2.746414
2135,Haiti,1983,0.749612
2136,Honduras,1983,1.762725
2137,Jamaica,1983,5.535744
2138,Nicaragua,1983,1.956443
2139,Panama,1983,3.394105
2140,Paraguay,1983,1.249112
2141,Peru,1983,17.775324
2142,Suriname,1983,..
2143,Trinidad and Tobago,1983,6.636807
2144,Uruguay,1983,3.579293
2145,Venezuela,1983,84.912646
2146,Other Non-OECD Americas,1983,8.603936
2147,Non-OECD Americas,1983,485.427167
2148,Bahrain,1983,8.467067
2149,Islamic Rep. of Iran,1983,122.994057
2150,Iraq,1983,31.392922
2151,Jordan,1983,6.531471
2152,Kuwait,1983,32.413589
2153,Lebanon,1983,5.194783
2154,Oman,1983,3.894997
2155,Qatar,1983,9.559386
2156,Saudi Arabia,1983,134.862509
2157,Syrian Arab Republic ,1983,19.561478
2158,United Arab Emirates,1983,24.701012
2159,Yemen,1983,4.426258
2160,Middle East,1983,403.999529
2161,IEA/Accession/Association,1983,12202.93066
2162,European Union - 28,1983,..
2163,G7,1983,7719.23577
2164,G8,1983,..
2165,G20,1983,..
2166,Africa,1983,437.34116
2167,Americas,1983,5401.809013
2168,Asia,1983,..
2169,Europe,1983,..
2170,Oceania,1983,225.147594
2171,Canada,1984,394.376071
2172,Chile,1984,20.216264
2173,Mexico,1984,231.835747
2174,United States,1984,4485.577869
2175,OECD Americas,1984,5132.005951
2176,Australia,1984,208.045087
2177,Israel,1984,22.670877
2178,Japan,1984,886.75693
2179,Korea,1984,151.43805
2180,New Zealand,1984,18.438749
2181,OECD Asia Oceania,1984,1287.349693
2182,Austria,1984,50.970218
2183,Belgium,1984,101.884815
2184,Czech Republic,1984,175.139297
2185,Denmark,1984,53.285354
2186,Estonia,1984,..
2187,Finland,1984,43.959901
2188,France,1984,361.496257
2189,Germany,1984,995.679968
2190,Greece,1984,50.82252
2191,Hungary,1984,80.477088
2192,Iceland,1984,1.694824
2193,Ireland,1984,24.904511
2194,Italy,1984,341.984101
2195,Latvia,1984,..
2196,Lithuania,1984,..
2197,Luxembourg,1984,10.109488
2198,Netherlands,1984,135.309153
2199,Norway,1984,25.060867
2200,Poland,1984,409.705611
2201,Portugal,1984,25.040854
2202,Slovak Republic,1984,54.566712
2203,Slovenia,1984,..
2204,Spain,1984,178.735175
2205,Sweden,1984,54.040213
2206,Switzerland,1984,38.547587
2207,Turkey,1984,87.715162
2208,United Kingdom,1984,516.151536
2209,OECD Europe,1984,3817.281212
2210,Albania,1984,7.213175
2211,Armenia,1984,..
2212,Azerbaijan,1984,..
2213,Belarus,1984,..
2214,Bosnia and Herzegovina,1984,..
2215,Bulgaria,1984,79.378318
2216,Croatia,1984,..
2217,Cyprus,1984,2.739296
2218,Georgia,1984,..
2219,Gibraltar,1984,0.08389
2220,Kazakhstan,1984,..
2221,Kosovo,1984,..
2222,Kyrgyzstan,1984,..
2223,Malta,1984,1.327076
2224,Republic of Moldova,1984,..
2225,Montenegro,1984,..
2226,Republic of North Macedonia,1984,..
2227,Romania,1984,174.90482
2228,Russian Federation,1984,..
2229,Serbia,1984,..
2230,Tajikistan,1984,..
2231,Turkmenistan,1984,..
2232,Ukraine,1984,..
2233,Uzbekistan,1984,..
2234,Former Soviet Union (if no detail),1984,3033.031409
2235,Former Yugoslavia (if no detail),1984,113.872722
2236,Non-OECD Europe and Eurasia,1984,3412.550706
2237,Algeria,1984,40.808137
2238,Angola,1984,2.228183
2239,Benin,1984,0.378828
2240,Botswana,1984,1.402081
2241,Cameroon,1984,2.140803
2242,Congo,1984,0.728154
2243,Côte d'Ivoire,1984,3.337323
2244,Dem. Rep. of Congo,1984,3.474444
2245,Egypt,1984,61.788595
2246,Eritrea,1984,..
2247,Ethiopia,1984,1.345737
2248,Gabon,1984,1.507273
2249,Ghana,1984,1.785739
2250,Kenya,1984,4.457592
2251,Libya,1984,21.51613
2252,Mauritius,1984,0.648444
2253,Morocco,1984,15.631605
2254,Mozambique,1984,1.468862
2255,Namibia,1984,..
2256,Niger,1984,..
2257,Nigeria,1984,30.490718
2258,Senegal,1984,2.039982
2259,South Africa,1984,220.366731
2260,South Sudan,1984,..
2261,Sudan,1984,3.332012
2262,United Rep. of Tanzania,1984,1.388699
2263,Togo,1984,0.340392
2264,Tunisia,1984,9.406497
2265,Zambia,1984,2.739322
2266,Zimbabwe,1984,8.300128
2267,Other Africa,1984,10.171577
2268,Africa,1984,453.223988
2269,Bangladesh,1984,6.390676
2270,Brunei Darussalam,1984,2.931128
2271,Cambodia,1984,..
2272,DPR of Korea,1984,124.409896
2273,India,1984,360.2643
2274,Indonesia,1984,76.652795
2275,Malaysia,1984,30.034863
2276,Mongolia,1984,..
2277,Myanmar,1984,5.481709
2278,Nepal,1984,0.793742
2279,Pakistan,1984,33.067204
2280,Philippines,1984,29.588061
2281,Singapore,1984,15.700486
2282,Sri Lanka,1984,3.81764
2283,Chinese Taipei,1984,71.347468
2284,Thailand,1984,37.998561
2285,Viet Nam,1984,17.379334
2286,Other Asia,1984,18.516018
2287,Asia (excl. China),1984,834.373881
2288,People's Rep. of China,1984,1619.385521
2289,"Hong Kong, China",1984,21.304941
2290,"China (incl. Hong Kong, China)",1984,1640.690462
2291,Argentina,1984,93.1963
2292,Bolivia,1984,4.587414
2293,Brazil,1984,148.508181
2294,Colombia,1984,37.800241
2295,Costa Rica,1984,1.845311
2296,Cuba,1984,34.643657
2297,Curaçao,1984,6.689144
2298,Dominican Republic,1984,7.079087
2299,Ecuador,1984,11.188183
2300,El Salvador,1984,1.5179
2301,Guatemala,1984,3.094064
2302,Haiti,1984,0.779134
2303,Honduras,1984,1.864606
2304,Jamaica,1984,5.217229
2305,Nicaragua,1984,1.790694
2306,Panama,1984,2.813344
2307,Paraguay,1984,1.395992
2308,Peru,1984,18.601187
2309,Suriname,1984,..
2310,Trinidad and Tobago,1984,6.753663
2311,Uruguay,1984,3.211307
2312,Venezuela,1984,85.039963
2313,Other Non-OECD Americas,1984,9.308795
2314,Non-OECD Americas,1984,486.925396
2315,Bahrain,1984,8.662289
2316,Islamic Rep. of Iran,1984,133.200507
2317,Iraq,1984,33.788173
2318,Jordan,1984,7.079123
2319,Kuwait,1984,33.072186
2320,Lebanon,1984,5.456357
2321,Oman,1984,4.982019
2322,Qatar,1984,10.655332
2323,Saudi Arabia,1984,117.292676
2324,Syrian Arab Republic ,1984,22.043922
2325,United Arab Emirates,1984,31.891136
2326,Yemen,1984,4.525293
2327,Middle East,1984,412.649013
2328,IEA/Accession/Association,1984,12706.77934
2329,European Union - 28,1984,..
2330,G7,1984,7982.022732
2331,G8,1984,..
2332,G20,1984,..
2333,Africa,1984,453.223988
2334,Americas,1984,5618.931347
2335,Asia,1984,..
2336,Europe,1984,..
2337,Oceania,1984,232.301442
2338,Canada,1985,393.880167
2339,Chile,1985,19.631224
2340,Mexico,1985,241.153838
2341,United States,1985,4514.313221
2342,OECD Americas,1985,5168.97845
2343,Australia,1985,220.128059
2344,Israel,1985,24.310593
2345,Japan,1985,866.233818
2346,Korea,1985,155.7296
2347,New Zealand,1985,18.905085
2348,OECD Asia Oceania,1985,1285.307155
2349,Austria,1985,52.649019
2350,Belgium,1985,100.991897
2351,Czech Republic,1985,175.254229
2352,Denmark,1985,61.031807
2353,Estonia,1985,..
2354,Finland,1985,48.284914
2355,France,1985,351.797985
2356,Germany,1985,1004.256098
2357,Greece,1985,54.479901
2358,Hungary,1985,79.755472
2359,Iceland,1985,1.627919
2360,Ireland,1985,26.453225
2361,Italy,1985,342.046885
2362,Latvia,1985,..
2363,Lithuania,1985,..
2364,Luxembourg,1985,10.335311
2365,Netherlands,1985,138.396723
2366,Norway,1985,26.41565
2367,Poland,1985,422.392233
2368,Portugal,1985,23.924909
2369,Slovak Republic,1985,54.413304
2370,Slovenia,1985,..
2371,Spain,1985,173.024021
2372,Sweden,1985,58.385814
2373,Switzerland,1985,41.77273
2374,Turkey,1985,95.358471
2375,United Kingdom,1985,543.545262
2376,OECD Europe,1985,3886.593779
2377,Albania,1985,6.929926
2378,Armenia,1985,..
2379,Azerbaijan,1985,..
2380,Belarus,1985,..
2381,Bosnia and Herzegovina,1985,..
2382,Bulgaria,1985,82.206429
2383,Croatia,1985,..
2384,Cyprus,1985,2.765082
2385,Georgia,1985,..
2386,Gibraltar,1985,0.090096
2387,Kazakhstan,1985,..
2388,Kosovo,1985,..
2389,Kyrgyzstan,1985,..
2390,Malta,1985,1.15807
2391,Republic of Moldova,1985,..
2392,Montenegro,1985,..
2393,Republic of North Macedonia,1985,..
2394,Romania,1985,174.876064
2395,Russian Federation,1985,..
2396,Serbia,1985,..
2397,Tajikistan,1985,..
2398,Turkmenistan,1985,..
2399,Ukraine,1985,..
2400,Uzbekistan,1985,..
2401,Former Soviet Union (if no detail),1985,3078.340435
2402,Former Yugoslavia (if no detail),1985,119.572096
2403,Non-OECD Europe and Eurasia,1985,3465.938198
2404,Algeria,1985,42.073253
2405,Angola,1985,2.817595
2406,Benin,1985,0.472814
2407,Botswana,1985,1.500972
2408,Cameroon,1985,2.378233
2409,Congo,1985,0.759835
2410,Côte d'Ivoire,1985,3.046744
2411,Dem. Rep. of Congo,1985,3.254053
2412,Egypt,1985,64.473872
2413,Eritrea,1985,..
2414,Ethiopia,1985,1.385977
2415,Gabon,1985,1.682488
2416,Ghana,1985,2.067234
2417,Kenya,1985,4.592785
2418,Libya,1985,21.243693
2419,Mauritius,1985,0.611518
2420,Morocco,1985,16.272651
2421,Mozambique,1985,1.504154
2422,Namibia,1985,..
2423,Niger,1985,..
2424,Nigeria,1985,31.785039
2425,Senegal,1985,2.124697
2426,South Africa,1985,222.952718
2427,South Sudan,1985,..
2428,Sudan,1985,3.980398
2429,United Rep. of Tanzania,1985,1.463256
2430,Togo,1985,0.296704
2431,Tunisia,1985,9.661523
2432,Zambia,1985,2.696412
2433,Zimbabwe,1985,9.730003
2434,Other Africa,1985,10.819849
2435,Africa,1985,465.64847
2436,Bangladesh,1985,7.705068
2437,Brunei Darussalam,1985,2.945928
2438,Cambodia,1985,..
2439,DPR of Korea,1985,129.448215
2440,India,1985,376.237076
2441,Indonesia,1985,84.233249
2442,Malaysia,1985,32.910606
2443,Mongolia,1985,11.761986
2444,Myanmar,1985,5.734879
2445,Nepal,1985,0.551256
2446,Pakistan,1985,36.498746
2447,Philippines,1985,29.268471
2448,Singapore,1985,16.604537
2449,Sri Lanka,1985,3.485027
2450,Chinese Taipei,1985,69.105273
2451,Thailand,1985,42.058571
2452,Viet Nam,1985,17.434722
2453,Other Asia,1985,10.163354
2454,Asia (excl. China),1985,876.146964
2455,People's Rep. of China,1985,1626.027131
2456,"Hong Kong, China",1985,22.30616
2457,"China (incl. Hong Kong, China)",1985,1648.333291
2458,Argentina,1985,87.77928
2459,Bolivia,1985,4.313546
2460,Brazil,1985,156.328184
2461,Colombia,1985,39.473328
2462,Costa Rica,1985,1.948536
2463,Cuba,1985,32.178767
2464,Curaçao,1985,4.497631
2465,Dominican Republic,1985,6.234306
2466,Ecuador,1985,11.665556
2467,El Salvador,1985,1.640679
2468,Guatemala,1985,3.183813
2469,Haiti,1985,0.796137
2470,Honduras,1985,1.671582
2471,Jamaica,1985,4.669488
2472,Nicaragua,1985,1.805723
2473,Panama,1985,2.666133
2474,Paraguay,1985,1.422914
2475,Peru,1985,18.051923
2476,Suriname,1985,..
2477,Trinidad and Tobago,1985,6.654053
2478,Uruguay,1985,3.010832
