,Region/Country/Economy,Year,Million tonnes of CO2
1746,Greece,1982,45.941543
1747,Hungary,1982,82.055388
1748,Iceland,1982,1.563521
1749,Ireland,1982,25.275324
1750,Italy,1982,341.146179
1751,Latvia,1982,..
1752,Lithuania,1982,..
1753,Luxembourg,1982,9.8801
1754,Netherlands,1982,134.919353
1755,Norway,1982,24.325871
1756,Poland,1982,391.823647
1757,Portugal,1982,25.369701
1758,Slovak Republic,1982,52.820219
1759,Slovenia,1982,..
1760,Spain,1982,184.473437
1761,Sweden,1982,60.477769
1762,Switzerland,1982,34.94201
1763,Turkey,1982,77.569191
1764,United Kingdom,1982,541.404192
1765,OECD Europe,1982,3826.988583
1766,Albania,1982,6.10404
1767,Armenia,1982,..
1768,Azerbaijan,1982,..
1769,Belarus,1982,..
1770,Bosnia and Herzegovina,1982,..
1771,Bulgaria,1982,82.702959
1772,Croatia,1982,..
1773,Cyprus,1982,2.571672
1774,Georgia,1982,..
1775,Gibraltar,1982,0.096578
1776,Kazakhstan,1982,..
1777,Kosovo,1982,..
1778,Kyrgyzstan,1982,..
1779,Malta,1982,1.292897
1780,Republic of Moldova,1982,..
1781,Montenegro,1982,..
1782,Republic of North Macedonia,1982,..
1783,Romania,1982,176.472288
1784,Russian Federation,1982,..
1785,Serbia,1982,..
1786,Tajikistan,1982,..
1787,Turkmenistan,1982,..
1788,Ukraine,1982,..
1789,Uzbekistan,1982,..
1790,Former Soviet Union (if no detail),1982,2958.621992
1791,Former Yugoslavia (if no detail),1982,102.321343
1792,Non-OECD Europe and Eurasia,1982,3330.183769
1793,Algeria,1982,38.234969
1794,Angola,1982,2.198075
1795,Benin,1982,0.363766
1796,Botswana,1982,1.43626
1797,Cameroon,1982,1.878459
1798,Congo,1982,0.800208
1799,Côte d'Ivoire,1982,2.963288
1800,Dem. Rep. of Congo,1982,2.635672
1801,Egypt,1982,50.365321
1802,Eritrea,1982,..
1803,Ethiopia,1982,1.352898
1804,Gabon,1982,1.758262
1805,Ghana,1982,2.276178
1806,Kenya,1982,4.069658
1807,Libya,1982,19.711323
1808,Mauritius,1982,0.531688
1809,Morocco,1982,14.519196
1810,Mozambique,1982,1.860488
1811,Namibia,1982,..
1812,Niger,1982,..
1813,Nigeria,1982,32.01894
1814,Senegal,1982,1.92602
1815,South Africa,1982,216.061558
1816,South Sudan,1982,..
1817,Sudan,1982,3.683504
1818,United Rep. of Tanzania,1982,1.348626
1819,Togo,1982,0.433069
1820,Tunisia,1982,7.935557
1821,Zambia,1982,2.838322
1822,Zimbabwe,1982,7.763989
1823,Other Africa,1982,10.131718
1824,Africa,1982,431.097012
1825,Bangladesh,1982,6.885417
1826,Brunei Darussalam,1982,2.706274
1827,Cambodia,1982,..
1828,DPR of Korea,1982,116.566797
1829,India,1982,308.313421
1830,Indonesia,1982,75.719577
1831,Malaysia,1982,26.565448
1832,Mongolia,1982,..
1833,Myanmar,1982,5.150181
1834,Nepal,1982,0.507679
1835,Pakistan,1982,29.179347
1836,Philippines,1982,31.113142
1837,Singapore,1982,14.008146
1838,Sri Lanka,1982,4.220681
1839,Chinese Taipei,1982,65.017539
1840,Thailand,1982,31.130056
1841,Viet Nam,1982,16.447393
1842,Other Asia,1982,16.701952
1843,Asia (excl. China),1982,750.23305
1844,People's Rep. of China,1982,1413.444354
1845,"Hong Kong, China",1982,17.134789
1846,"China (incl. Hong Kong, China)",1982,1430.579143
1847,Argentina,1982,92.515262
1848,Bolivia,1982,4.876068
1849,Brazil,1982,156.30513
1850,Colombia,1982,35.495666
1851,Costa Rica,1982,1.684629
1852,Cuba,1982,30.518624
1853,Curaçao,1982,7.294269
1854,Dominican Republic,1982,5.794147
1855,Ecuador,1982,11.823018
1856,El Salvador,1982,1.484624
1857,Guatemala,1982,3.189331
1858,Haiti,1982,0.668709
1859,Honduras,1982,1.595442
1860,Jamaica,1982,5.568441
1861,Nicaragua,1982,1.87333
1862,Panama,1982,2.961885
1863,Paraguay,1982,1.311697
1864,Peru,1982,21.068801
1865,Suriname,1982,..
1866,Trinidad and Tobago,1982,7.02123
1867,Uruguay,1982,4.458356
1868,Venezuela,1982,85.40718
1869,Other Non-OECD Americas,1982,9.612718
1870,Non-OECD Americas,1982,492.528557
1871,Bahrain,1982,8.140446
1872,Islamic Rep. of Iran,1982,102.307231
1873,Iraq,1982,27.165118
1874,Jordan,1982,5.988904
1875,Kuwait,1982,30.313671
1876,Lebanon,1982,4.678657
1877,Oman,1982,2.943549
1878,Qatar,1982,9.21632
1879,Saudi Arabia,1982,125.405467
1880,Syrian Arab Republic ,1982,16.593166
1881,United Arab Emirates,1982,25.573032
1882,Yemen,1982,3.995751
1883,Middle East,1982,362.321312
1884,Canada,1983,379.044855
1885,Chile,1983,19.013298
1886,Mexico,1983,223.835739
1887,United States,1983,4294.487954
1888,OECD Americas,1983,4916.381846
1889,Australia,1983,201.759512
1890,Israel,1983,21.780084
1891,Japan,1983,826.177183
1892,Korea,1983,139.158984
1893,New Zealand,1983,18.063991
1894,OECD Asia Oceania,1983,1206.939754
1895,Austria,1983,49.400116
1896,Belgium,1983,99.939941
1897,Czech Republic,1983,172.464159
1898,Denmark,1983,51.689977
1899,Estonia,1983,..
1900,Finland,1983,42.605679
1901,France,1983,373.927891
1902,Germany,1983,976.079878
1903,Greece,1983,49.128441
1904,Hungary,1983,78.436297
1905,Iceland,1983,1.595157
1906,Ireland,1983,25.123352
1907,Italy,1983,336.38258
1908,Latvia,1983,..
1909,Lithuania,1983,..
1910,Luxembourg,1983,9.23984
1911,Netherlands,1983,130.472621
1912,Norway,1983,24.409682
1913,Poland,1983,394.117859
1914,Portugal,1983,26.080652
1915,Slovak Republic,1983,52.701815
1916,Slovenia,1983,..
1917,Spain,1983,187.942251
1918,Sweden,1983,54.964725
1919,Switzerland,1983,39.073131
1920,Turkey,1983,83.281541
1921,United Kingdom,1983,533.135429
1922,OECD Europe,1983,3792.193014
1923,Albania,1983,6.659463
1924,Armenia,1983,..
1925,Azerbaijan,1983,..
1926,Belarus,1983,..
1927,Bosnia and Herzegovina,1983,..
1928,Bulgaria,1983,81.280696
1929,Croatia,1983,..
1930,Cyprus,1983,2.62128
1931,Georgia,1983,..
1932,Gibraltar,1983,0.087108
1933,Kazakhstan,1983,..
1934,Kosovo,1983,..
1935,Kyrgyzstan,1983,..
1936,Malta,1983,0.970494
1937,Republic of Moldova,1983,..
1938,Montenegro,1983,..
1939,Republic of North Macedonia,1983,..
1940,Romania,1983,178.706238
1941,Russian Federation,1983,..
1942,Serbia,1983,..
1943,Tajikistan,1983,..
1944,Turkmenistan,1983,..
1945,Ukraine,1983,..
1946,Uzbekistan,1983,..
1947,Former Soviet Union (if no detail),1983,2987.590448
1948,Former Yugoslavia (if no detail),1983,110.639493
1949,Non-OECD Europe and Eurasia,1983,3368.55522
1950,Algeria,1983,41.829319
1951,Angola,1983,2.321053
1952,Benin,1983,0.364559
1953,Botswana,1983,1.407255
1954,Cameroon,1983,2.044363
1955,Congo,1983,0.805278
1956,Côte d'Ivoire,1983,3.738631
1957,Dem. Rep. of Congo,1983,3.581413
1958,Egypt,1983,56.312819
1959,Eritrea,1983,..
1960,Ethiopia,1983,1.452572
1961,Gabon,1983,1.821704
1962,Ghana,1983,1.49115
1963,Kenya,1983,3.747745
1964,Libya,1983,20.369148
1965,Mauritius,1983,0.606552
1966,Morocco,1983,15.296277
1967,Mozambique,1983,1.721353
1968,Namibia,1983,..
1969,Niger,1983,..
1970,Nigeria,1983,33.045589
1971,Senegal,1983,1.907434
1972,South Africa,1983,207.999836
1973,South Sudan,1983,..
1974,Sudan,1983,3.755171
1975,United Rep. of Tanzania,1983,1.368642
1976,Togo,1983,0.299587
1977,Tunisia,1983,9.122243
1978,Zambia,1983,2.72511
1979,Zimbabwe,1983,8.014052
1980,Other Africa,1983,10.192305
1981,Africa,1983,437.34116
1982,Bangladesh,1983,6.433646
1983,Brunei Darussalam,1983,2.906486
1984,Cambodia,1983,..
1985,DPR of Korea,1983,121.169471
1986,India,1983,328.942487
1987,Indonesia,1983,75.485867
1988,Malaysia,1983,29.456536
1989,Mongolia,1983,..
1990,Myanmar,1983,4.980085
1991,Nepal,1983,0.725599
1992,Pakistan,1983,30.63301
1993,Philippines,1983,33.203111
1994,Singapore,1983,15.111561
1995,Sri Lanka,1983,4.445609
1996,Chinese Taipei,1983,69.466792
1997,Thailand,1983,34.59315
1998,Viet Nam,1983,17.495595
1999,Other Asia,1983,18.070107
2000,Asia (excl. China),1983,793.119112
2001,People's Rep. of China,1983,1484.993606
2002,"Hong Kong, China",1983,19.562412
2003,"China (incl. Hong Kong, China)",1983,1504.556018
2004,Argentina,1983,94.753961
2005,Bolivia,1983,4.938973
2006,Brazil,1983,148.368501
2007,Colombia,1983,37.36616
2008,Costa Rica,1983,1.72967
2009,Cuba,1983,33.202575
2010,Curaçao,1983,6.827286
2011,Dominican Republic,1983,6.754477
2012,Ecuador,1983,11.093483
2013,El Salvador,1983,1.48992
2014,Guatemala,1983,2.746414
2015,Haiti,1983,0.749612
2016,Honduras,1983,1.762725
2017,Jamaica,1983,5.535744
2018,Nicaragua,1983,1.956443
2019,Panama,1983,3.394105
2020,Paraguay,1983,1.249112
2021,Peru,1983,17.775324
2022,Suriname,1983,..
2023,Trinidad and Tobago,1983,6.636807
2024,Uruguay,1983,3.579293
2025,Venezuela,1983,84.912646
2026,Other Non-OECD Americas,1983,8.603936
2027,Non-OECD Americas,1983,485.427167
2028,Bahrain,1983,8.467067
2029,Islamic Rep. of Iran,1983,122.994057
2030,Iraq,1983,31.392922
2031,Jordan,1983,6.531471
2032,Kuwait,1983,32.413589
2033,Lebanon,1983,5.194783
2034,Oman,1983,3.894997
2035,Qatar,1983,9.559386
2036,Saudi Arabia,1983,134.862509
2037,Syrian Arab Republic ,1983,19.561478
2038,United Arab Emirates,1983,24.701012
2039,Yemen,1983,4.426258
2040,Middle East,1983,403.999529
2041,Canada,1984,394.376071
2042,Chile,1984,20.216264
2043,Mexico,1984,231.835747
2044,United States,1984,4485.577869
2045,OECD Americas,1984,5132.005951
2046,Australia,1984,208.045087
2047,Israel,1984,22.670877
2048,Japan,1984,886.75693
2049,Korea,1984,151.43805
2050,New Zealand,1984,18.438749
2051,OECD Asia Oceania,1984,1287.349693
2052,Austria,1984,50.970218
2053,Belgium,1984,101.884815
2054,Czech Republic,1984,175.139297
2055,Denmark,1984,53.285354
2056,Estonia,1984,..
2057,Finland,1984,43.959901
2058,France,1984,361.496257
2059,Germany,1984,995.679968
2060,Greece,1984,50.82252
2061,Hungary,1984,80.477088
2062,Iceland,1984,1.694824
2063,Ireland,1984,24.904511
2064,Italy,1984,341.984101
2065,Latvia,1984,..
2066,Lithuania,1984,..
2067,Luxembourg,1984,10.109488
2068,Netherlands,1984,135.309153
2069,Norway,1984,25.060867
2070,Poland,1984,409.705611
2071,Portugal,1984,25.040854
2072,Slovak Republic,1984,54.566712
2073,Slovenia,1984,..
2074,Spain,1984,178.735175
2075,Sweden,1984,54.040213
2076,Switzerland,1984,38.547587
2077,Turkey,1984,87.715162
2078,United Kingdom,1984,516.151536
2079,OECD Europe,1984,3817.281212
2080,Albania,1984,7.213175
2081,Armenia,1984,..
2082,Azerbaijan,1984,..
2083,Belarus,1984,..
2084,Bosnia and Herzegovina,1984,..
2085,Bulgaria,1984,79.378318
2086,Croatia,1984,..
2087,Cyprus,1984,2.739296
2088,Georgia,1984,..
2089,Gibraltar,1984,0.08389
2090,Kazakhstan,1984,..
2091,Kosovo,1984,..
2092,Kyrgyzstan,1984,..
2093,Malta,1984,1.327076
2094,Republic of Moldova,1984,..
2095,Montenegro,1984,..
2096,Republic of North Macedonia,1984,..
2097,Romania,1984,174.90482
2098,Russian Federation,1984,..
2099,Serbia,1984,..
2100,Tajikistan,1984,..
2101,Turkmenistan,1984,..
2102,Ukraine,1984,..
2103,Uzbekistan,1984,..
2104,Former Soviet Union (if no detail),1984,3033.031409
2105,Former Yugoslavia (if no detail),1984,113.872722
2106,Non-OECD Europe and Eurasia,1984,3412.550706
2107,Algeria,1984,40.808137
2108,Angola,1984,2.228183
2109,Benin,1984,0.378828
2110,Botswana,1984,1.402081
2111,Cameroon,1984,2.140803
2112,Congo,1984,0.728154
2113,Côte d'Ivoire,1984,3.337323
2114,Dem. Rep. of Congo,1984,3.474444
2115,Egypt,1984,61.788595
2116,Eritrea,1984,..
2117,Ethiopia,1984,1.345737
2118,Gabon,1984,1.507273
2119,Ghana,1984,1.785739
2120,Kenya,1984,4.457592
2121,Libya,1984,21.51613
2122,Mauritius,1984,0.648444
2123,Morocco,1984,15.631605
2124,Mozambique,1984,1.468862
2125,Namibia,1984,..
2126,Niger,1984,..
2127,Nigeria,1984,30.490718
2128,Senegal,1984,2.039982
2129,South Africa,1984,220.366731
2130,South Sudan,1984,..
2131,Sudan,1984,3.332012
2132,United Rep. of Tanzania,1984,1.388699
2133,Togo,1984,0.340392
2134,Tunisia,1984,9.406497
2135,Zambia,1984,2.739322
2136,Zimbabwe,1984,8.300128
2137,Other Africa,1984,10.171577
2138,Africa,1984,453.223988
2139,Bangladesh,1984,6.390676
2140,Brunei Darussalam,1984,2.931128
2141,Cambodia,1984,..
2142,DPR of Korea,1984,124.409896
2143,India,1984,360.2643
2144,Indonesia,1984,76.652795
2145,Malaysia,1984,30.034863
2146,Mongolia,1984,..
2147,Myanmar,1984,5.481709
2148,Nepal,1984,0.793742
2149,Pakistan,1984,33.067204
2150,Philippines,1984,29.588061
2151,Singapore,1984,15.700486
2152,Sri Lanka,1984,3.81764
2153,Chinese Taipei,1984,71.347468
2154,Thailand,1984,37.998561
2155,Viet Nam,1984,17.379334
2156,Other Asia,1984,18.516018
2157,Asia (excl. China),1984,834.373881
2158,People's Rep. of China,1984,1619.385521
2159,"Hong Kong, China",1984,21.304941
2160,"China (incl. Hong Kong, China)",1984,1640.690462
2161,Argentina,1984,93.1963
2162,Bolivia,1984,4.587414
2163,Brazil,1984,148.508181
2164,Colombia,1984,37.800241
2165,Costa Rica,1984,1.845311
2166,Cuba,1984,34.643657
2167,Curaçao,1984,6.689144
2168,Dominican Republic,1984,7.079087
2169,Ecuador,1984,11.188183
2170,El Salvador,1984,1.5179
2171,Guatemala,1984,3.094064
2172,Haiti,1984,0.779134
2173,Honduras,1984,1.864606
2174,Jamaica,1984,5.217229
2175,Nicaragua,1984,1.790694
2176,Panama,1984,2.813344
2177,Paraguay,1984,1.395992
2178,Peru,1984,18.601187
2179,Suriname,1984,..
2180,Trinidad and Tobago,1984,6.753663
2181,Uruguay,1984,3.211307
2182,Venezuela,1984,85.039963
2183,Other Non-OECD Americas,1984,9.308795
2184,Non-OECD Americas,1984,486.925396
2185,Bahrain,1984,8.662289
2186,Islamic Rep. of Iran,1984,133.200507
2187,Iraq,1984,33.788173
2188,Jordan,1984,7.079123
2189,Kuwait,1984,33.072186
2190,Lebanon,1984,5.456357
2191,Oman,1984,4.982019
2192,Qatar,1984,10.655332
2193,Saudi Arabia,1984,117.292676
2194,Syrian Arab Republic ,1984,22.043922
2195,United Arab Emirates,1984,31.891136
2196,Yemen,1984,4.525293
2197,Middle East,1984,412.649013
2198,Canada,1985,393.880167
2199,Chile,1985,19.631224
2200,Mexico,1985,241.153838
2201,United States,1985,4514.313221
2202,OECD Americas,1985,5168.97845
2203,Australia,1985,220.128059
2204,Israel,1985,24.310593
2205,Japan,1985,866.233818
2206,Korea,1985,155.7296
2207,New Zealand,1985,18.905085
2208,OECD Asia Oceania,1985,1285.307155
2209,Austria,1985,52.649019
2210,Belgium,1985,100.991897
2211,Czech Republic,1985,175.254229
2212,Denmark,1985,61.031807
2213,Estonia,1985,..
2214,Finland,1985,48.284914
2215,France,1985,351.797985
2216,Germany,1985,1004.256098
2217,Greece,1985,54.479901
2218,Hungary,1985,79.755472
2219,Iceland,1985,1.627919
2220,Ireland,1985,26.453225
2221,Italy,1985,342.046885
2222,Latvia,1985,..
2223,Lithuania,1985,..
2224,Luxembourg,1985,10.335311
2225,Netherlands,1985,138.396723
2226,Norway,1985,26.41565
2227,Poland,1985,422.392233
2228,Portugal,1985,23.924909
2229,Slovak Republic,1985,54.413304
2230,Slovenia,1985,..
2231,Spain,1985,173.024021
2232,Sweden,1985,58.385814
2233,Switzerland,1985,41.77273
2234,Turkey,1985,95.358471
2235,United Kingdom,1985,543.545262
2236,OECD Europe,1985,3886.593779
2237,Albania,1985,6.929926
2238,Armenia,1985,..
2239,Azerbaijan,1985,..
2240,Belarus,1985,..
2241,Bosnia and Herzegovina,1985,..
2242,Bulgaria,1985,82.206429
2243,Croatia,1985,..
2244,Cyprus,1985,2.765082
2245,Georgia,1985,..
2246,Gibraltar,1985,0.090096
2247,Kazakhstan,1985,..
2248,Kosovo,1985,..
2249,Kyrgyzstan,1985,..
2250,Malta,1985,1.15807
2251,Republic of Moldova,1985,..
2252,Montenegro,1985,..
2253,Republic of North Macedonia,1985,..
2254,Romania,1985,174.876064
2255,Russian Federation,1985,..
2256,Serbia,1985,..
2257,Tajikistan,1985,..
2258,Turkmenistan,1985,..
2259,Ukraine,1985,..
2260,Uzbekistan,1985,..
2261,Former Soviet Union (if no detail),1985,3078.340435
2262,Former Yugoslavia (if no detail),1985,119.572096
2263,Non-OECD Europe and Eurasia,1985,3465.938198
2264,Algeria,1985,42.073253
2265,Angola,1985,2.817595
2266,Benin,1985,0.472814
2267,Botswana,1985,1.500972
2268,Cameroon,1985,2.378233
2269,Congo,1985,0.759835
2270,Côte d'Ivoire,1985,3.046744
2271,Dem. Rep. of Congo,1985,3.254053
2272,Egypt,1985,64.473872
2273,Eritrea,1985,..
2274,Ethiopia,1985,1.385977
2275,Gabon,1985,1.682488
2276,Ghana,1985,2.067234
2277,Kenya,1985,4.592785
2278,Libya,1985,21.243693
2279,Mauritius,1985,0.611518
2280,Morocco,1985,16.272651
2281,Mozambique,1985,1.504154
2282,Namibia,1985,..
2283,Niger,1985,..
2284,Nigeria,1985,31.785039
2285,Senegal,1985,2.124697
2286,South Africa,1985,222.952718
2287,South Sudan,1985,..
2288,Sudan,1985,3.980398
2289,United Rep. of Tanzania,1985,1.463256
2290,Togo,1985,0.296704
2291,Tunisia,1985,9.661523
2292,Zambia,1985,2.696412
2293,Zimbabwe,1985,9.730003
2294,Other Africa,1985,10.819849
2295,Africa,1985,465.64847
2296,Bangladesh,1985,7.705068
2297,Brunei Darussalam,1985,2.945928
2298,Cambodia,1985,..
2299,DPR of Korea,1985,129.448215
2300,India,1985,376.237076
2301,Indonesia,1985,84.233249
2302,Malaysia,1985,32.910606
2303,Mongolia,1985,11.761986
2304,Myanmar,1985,5.734879
2305,Nepal,1985,0.551256
2306,Pakistan,1985,36.498746
2307,Philippines,1985,29.268471
2308,Singapore,1985,16.604537
2309,Sri Lanka,1985,3.485027
2310,Chinese Taipei,1985,69.105273
2311,Thailand,1985,42.058571
2312,Viet Nam,1985,17.434722
2313,Other Asia,1985,10.163354
2314,Asia (excl. China),1985,876.146964
2315,People's Rep. of China,1985,1626.027131
2316,"Hong Kong, China",1985,22.30616
2317,"China (incl. Hong Kong, China)",1985,1648.333291
2318,Argentina,1985,87.77928
2319,Bolivia,1985,4.313546
2320,Brazil,1985,156.328184
2321,Colombia,1985,39.473328
2322,Costa Rica,1985,1.948536
2323,Cuba,1985,32.178767
2324,Curaçao,1985,4.497631
2325,Dominican Republic,1985,6.234306
2326,Ecuador,1985,11.665556
2327,El Salvador,1985,1.640679
2328,Guatemala,1985,3.183813
2329,Haiti,1985,0.796137
2330,Honduras,1985,1.671582
2331,Jamaica,1985,4.669488
2332,Nicaragua,1985,1.805723
2333,Panama,1985,2.666133
2334,Paraguay,1985,1.422914
2335,Peru,1985,18.051923
2336,Suriname,1985,..
2337,Trinidad and Tobago,1985,6.654053
2338,Uruguay,1985,3.010832
2339,Venezuela,1985,85.139411
2340,Other Non-OECD Americas,1985,9.236559
2341,Non-OECD Americas,1985,484.368381
2342,Bahrain,1985,9.099749
2343,Islamic Rep. of Iran,1985,145.047521
2344,Iraq,1985,37.97435
2345,Jordan,1985,7.474582
2346,Kuwait,1985,36.749463
2347,Lebanon,1985,6.61405
2348,Oman,1985,5.636288
2349,Qatar,1985,10.685735
2350,Saudi Arabia,1985,117.802204
2351,Syrian Arab Republic ,1985,19.536172
2352,United Arab Emirates,1985,35.63627
2353,Yemen,1985,4.857042
2354,Middle East,1985,437.113426
2355,Canada,1986,385.751236
2356,Chile,1986,20.226546
2357,Mexico,1986,239.877146
2358,United States,1986,4478.048562
2359,OECD Americas,1986,5123.90349
2360,Australia,1986,221.505411
2361,Israel,1986,26.721819
2362,Japan,1986,866.288567
2363,Korea,1986,162.089281
2364,New Zealand,1986,17.883741
2365,OECD Asia Oceania,1986,1294.488819
2366,Austria,1986,51.640992
2367,Belgium,1986,101.276348
2368,Czech Republic,1986,175.249367
2369,Denmark,1986,61.596683
2370,Estonia,1986,..
2371,Finland,1986,48.450357
2372,France,1986,341.624471
2373,Germany,1986,1006.959344
2374,Greece,1986,54.349543
2375,Hungary,1986,78.257251
2376,Iceland,1986,1.701378
2377,Ireland,1986,27.464475
2378,Italy,1986,343.29086
2379,Latvia,1986,..
2380,Lithuania,1986,..
2381,Luxembourg,1986,10.018153
2382,Netherlands,1986,141.461874
2383,Norway,1986,29.715102
2384,Poland,1986,428.165065
2385,Portugal,1986,27.251645
2386,Slovak Republic,1986,51.687045
2387,Slovenia,1986,14.666341
2388,Spain,1986,177.339513
2389,Sweden,1986,59.86253
2390,Switzerland,1986,41.673944
2391,Turkey,1986,103.308135
2392,United Kingdom,1986,558.074689
2393,OECD Europe,1986,3920.418764
2394,Albania,1986,6.951616
2395,Armenia,1986,..
2396,Azerbaijan,1986,..
2397,Belarus,1986,..
2398,Bosnia and Herzegovina,1986,..
2399,Bulgaria,1986,83.16401
2400,Croatia,1986,..
2401,Cyprus,1986,3.033896
2402,Georgia,1986,..
2403,Gibraltar,1986,0.115457
2404,Kazakhstan,1986,..
2405,Kosovo,1986,..
2406,Kyrgyzstan,1986,..
2407,Malta,1986,1.874862
2408,Republic of Moldova,1986,..
2409,Montenegro,1986,..
2410,Republic of North Macedonia,1986,..
2411,Romania,1986,180.005639
2412,Russian Federation,1986,..
2413,Serbia,1986,..
2414,Tajikistan,1986,..
2415,Turkmenistan,1986,..
2416,Ukraine,1986,..
2417,Uzbekistan,1986,..
2418,Former Soviet Union (if no detail),1986,3156.682712
2419,Former Yugoslavia (if no detail),1986,125.747084
2420,Non-OECD Europe and Eurasia,1986,3557.575276
2421,Algeria,1986,47.293708
2422,Angola,1986,2.771552
2423,Benin,1986,0.409385
2424,Botswana,1986,1.727264
2425,Cameroon,1986,2.296648
2426,Congo,1986,0.686928
2427,Côte d'Ivoire,1986,3.077344
2428,Dem. Rep. of Congo,1986,3.005598
2429,Egypt,1986,65.698859
2430,Eritrea,1986,..
2431,Ethiopia,1986,1.636789
2432,Gabon,1986,1.477157
2433,Ghana,1986,2.202734
2434,Kenya,1986,5.216292
2435,Libya,1986,22.139614
2436,Mauritius,1986,0.762641
2437,Morocco,1986,16.760031
2438,Mozambique,1986,1.471128
2439,Namibia,1986,..
2440,Niger,1986,..
2441,Nigeria,1986,30.300692
2442,Senegal,1986,2.042655
2443,South Africa,1986,219.470727
2444,South Sudan,1986,..
2445,Sudan,1986,3.917559
2446,United Rep. of Tanzania,1986,1.54363
2447,Togo,1986,0.482043
2448,Tunisia,1986,9.926558
2449,Zambia,1986,2.781247
2450,Zimbabwe,1986,10.935933
2451,Other Africa,1986,10.730518
2452,Africa,1986,470.765234
2453,Bangladesh,1986,8.522215
2454,Brunei Darussalam,1986,2.939511
2455,Cambodia,1986,..
2456,DPR of Korea,1986,127.090598
2457,India,1986,410.022452
2458,Indonesia,1986,93.75569
2459,Malaysia,1986,32.343434
2460,Mongolia,1986,12.783153
2461,Myanmar,1986,6.058577
2462,Nepal,1986,0.739356
2463,Pakistan,1986,38.504423
2464,Philippines,1986,27.086015
2465,Singapore,1986,16.827283
2466,Sri Lanka,1986,3.433691
2467,Chinese Taipei,1986,81.154865
2468,Thailand,1986,43.378321
2469,Viet Nam,1986,19.116896
2470,Other Asia,1986,9.683824
2471,Asia (excl. China),1986,933.440304
2472,People's Rep. of China,1986,1721.417906
2473,"Hong Kong, China",1986,25.265865
2474,"China (incl. Hong Kong, China)",1986,1746.683771
2475,Argentina,1986,96.475915
2476,Bolivia,1986,4.156148
2477,Brazil,1986,174.904076
2478,Colombia,1986,40.162345
2479,Costa Rica,1986,2.056879
2480,Cuba,1986,32.761965
2481,Curaçao,1986,4.295493
2482,Dominican Republic,1986,7.069608
2483,Ecuador,1986,11.915399
2484,El Salvador,1986,1.621674
2485,Guatemala,1986,2.319766
2486,Haiti,1986,0.740572
2487,Honduras,1986,1.70131
2488,Jamaica,1986,4.421217
2489,Nicaragua,1986,2.131563
2490,Panama,1986,2.749261
2491,Paraguay,1986,1.467409
2492,Peru,1986,19.331321
2493,Suriname,1986,..
2494,Trinidad and Tobago,1986,6.827376
2495,Uruguay,1986,2.962161
2496,Venezuela,1986,84.895519
2497,Other Non-OECD Americas,1986,9.907606
2498,Non-OECD Americas,1986,514.874583
2499,Bahrain,1986,9.775501
2500,Islamic Rep. of Iran,1986,134.59878
2501,Iraq,1986,42.46069
2502,Jordan,1986,8.238996
2503,Kuwait,1986,40.198101
2504,Lebanon,1986,7.061642
2505,Oman,1986,6.23097
2506,Qatar,1986,11.397005
2507,Saudi Arabia,1986,118.481562
2508,Syrian Arab Republic ,1986,20.97891
2509,United Arab Emirates,1986,40.031048
2510,Yemen,1986,5.140599
2511,Middle East,1986,444.593804
2512,Canada,1987,396.623973
2513,Chile,1987,20.510085
2514,Mexico,1987,249.470629
2515,United States,1987,4633.016119
2516,OECD Americas,1987,5299.620806
2517,Australia,1987,231.814091
2518,Israel,1987,28.996164
2519,Japan,1987,871.445914
2520,Korea,1987,168.385191
2521,New Zealand,1987,19.129328
2522,OECD Asia Oceania,1987,1319.770688
2523,Austria,1987,52.387548
2524,Belgium,1987,101.340339
2525,Czech Republic,1987,176.287479
2526,Denmark,1987,59.815039
2527,Estonia,1987,..
2528,Finland,1987,52.188243
2529,France,1987,335.131586
2530,Germany,1987,997.133446
2531,Greece,1987,59.811273
2532,Hungary,1987,79.11138
2533,Iceland,1987,1.743663
2534,Ireland,1987,29.104186
2535,Italy,1987,362.713597
2536,Latvia,1987,..
2537,Lithuania,1987,..
2538,Luxembourg,1987,9.425361
2539,Netherlands,1987,145.369314
2540,Norway,1987,27.581476
2541,Poland,1987,443.657954
2542,Portugal,1987,27.757947
2543,Slovak Republic,1987,53.500042
2544,Slovenia,1987,14.104534
2545,Spain,1987,178.122654
2546,Sweden,1987,58.027618
2547,Switzerland,1987,40.019383
2548,Turkey,1987,113.729963
2549,United Kingdom,1987,562.619047
2550,OECD Europe,1987,3966.578538
2551,Albania,1987,7.232079
2552,Armenia,1987,..
2553,Azerbaijan,1987,..
2554,Belarus,1987,..
2555,Bosnia and Herzegovina,1987,..
2556,Bulgaria,1987,84.220593
2557,Croatia,1987,..
2558,Cyprus,1987,3.595126
2559,Georgia,1987,..
2560,Gibraltar,1987,0.127532
2561,Kazakhstan,1987,..
2562,Kosovo,1987,..
2563,Kyrgyzstan,1987,..
2564,Malta,1987,1.964633
2565,Republic of Moldova,1987,..
2566,Montenegro,1987,..
2567,Republic of North Macedonia,1987,..
2568,Romania,1987,188.877836
2569,Russian Federation,1987,..
2570,Serbia,1987,..
2571,Tajikistan,1987,..
2572,Turkmenistan,1987,..
2573,Ukraine,1987,..
2574,Uzbekistan,1987,..
2575,Former Soviet Union (if no detail),1987,3259.74771
2576,Former Yugoslavia (if no detail),1987,118.421018
